user_id,user_idx,age,occupation,zip_prefix,interaction_count,mean_rating,age_scaled,interaction_count_scaled,mean_rating_scaled,gender_F,gender_M
1503,1502,25,12,926,272,3.5073529411764706,0.43636363636363634,0.10985178727114212,0.6312650709822035,0.0,1.0
1504,1503,18,19,220,42,3.642857142857143,0.3090909090909091,0.00959023539668701,0.6655909765753877,0.0,1.0
1505,1504,50,11,900,318,3.738993710691824,0.8909090909090909,0.12990409764603314,0.6899442786178047,0.0,1.0
1506,1505,25,7,085,105,3.8095238095238093,0.43636363636363634,0.037053182214472534,0.7078109534806994,0.0,1.0
1507,1506,35,17,954,108,4.185185185185185,0.6181818181818182,0.03836094158674804,0.8029734411085451,0.0,1.0
1508,1507,1,10,945,29,3.310344827586207,0.0,0.003923278116826504,0.5813590029465637,1.0,0.0
1509,1508,1,0,118,297,2.983164983164983,0.0,0.12074978204010461,0.4984778500944783,0.0,1.0
1510,1509,25,1,480,33,3.606060606060606,0.43636363636363634,0.005666957279860506,0.6562696829729162,1.0,0.0
1511,1510,35,12,089,91,4.087912087912088,0.6181818181818182,0.03095030514385353,0.7783322335862751,0.0,1.0
1512,1511,25,20,111,34,3.235294117647059,0.43636363636363634,0.006102877070619006,0.5623471675044152,0.0,1.0
1513,1512,35,16,950,143,4.055944055944056,0.6181818181818182,0.05361813426329556,0.7702340961578837,1.0,0.0
1514,1513,18,4,972,127,3.763779527559055,0.3090909090909091,0.046643417611159546,0.6962230183120874,0.0,1.0
1515,1514,25,16,483,24,3.75,0.43636363636363634,0.0017436791630340018,0.6927323903002309,0.0,1.0
1516,1515,25,12,531,292,3.1164383561643834,0.43636363636363634,0.11857018308631212,0.5322386424752443,1.0,0.0
1517,1516,18,0,100,64,3.609375,0.3090909090909091,0.01918047079337402,0.6571092847863742,0.0,1.0
1518,1517,25,2,958,25,4.48,0.43636363636363634,0.002179598953792502,0.8776558891454966,0.0,1.0
1519,1518,18,4,381,87,3.528735632183908,0.3090909090909091,0.02920662598081953,0.6366817313052481,0.0,1.0
1520,1519,25,17,945,23,4.0,0.43636363636363634,0.0013077593722755014,0.7560623556581987,0.0,1.0
1521,1520,25,7,089,72,3.263888888888889,0.43636363636363634,0.022667829119442023,0.5695907909930716,1.0,0.0
1522,1521,35,20,100,78,3.641025641025641,0.6181818181818182,0.025283347863993024,0.6651270207852195,0.0,1.0
1523,1522,25,17,952,92,3.717391304347826,0.43636363636363634,0.03138622493461203,0.6844719600361483,0.0,1.0
1524,1523,18,4,064,253,3.7351778656126484,0.3090909090909091,0.1015693112467306,0.6889776492711025,0.0,1.0
1525,1524,25,16,947,101,3.6633663366336635,0.43636363636363634,0.03530950305143853,0.6707863627009353,1.0,0.0
1526,1525,56,17,805,32,4.15625,1.0,0.0052310374891020054,0.7956435840069285,0.0,1.0
1527,1526,18,10,782,104,3.1538461538461537,0.3090909090909091,0.036617262423714034,0.5417147806004619,0.0,1.0
1528,1527,25,15,949,69,4.086956521739131,0.43636363636363634,0.021360069747166522,0.7780901696957527,0.0,1.0
1529,1528,18,4,972,30,3.7666666666666666,0.3090909090909091,0.004359197907585004,0.6969543879907621,0.0,1.0
1530,1529,25,4,537,404,3.8514851485148514,0.43636363636363634,0.16739319965126417,0.718440594059406,0.0,1.0
1531,1530,45,17,604,39,3.4615384615384617,0.8,0.008282476024411508,0.6196593533487299,0.0,1.0
1532,1531,18,14,436,126,4.095238095238095,0.3090909090909091,0.046207497820401046,0.7801880567469481,0.0,1.0
1533,1532,45,1,717,75,3.84,0.8,0.023975588491717523,0.7155311778290993,0.0,1.0
1534,1533,50,12,121,21,3.619047619047619,0.8909090909090909,0.00043591979075850045,0.6595595513032003,0.0,1.0
1535,1534,18,20,900,29,3.896551724137931,0.3090909090909091,0.003923278116826504,0.7298568527514534,1.0,0.0
1536,1535,35,3,830,36,4.222222222222222,0.6181818181818182,0.006974716652136007,0.8123556581986143,1.0,0.0
1537,1536,18,20,024,38,3.763157894736842,0.3090909090909091,0.007846556233653008,0.6960655463717029,0.0,1.0
1538,1537,25,3,226,93,3.989247311827957,0.43636363636363634,0.03182214472537053,0.7533384861804366,0.0,1.0
1539,1538,25,3,023,27,4.37037037037037,0.43636363636363634,0.003051438535309503,0.8498845265588915,0.0,1.0
1540,1539,45,0,972,118,3.805084745762712,0.8,0.042720139494333044,0.706686450463851,0.0,1.0
1541,1540,56,17,234,26,4.423076923076923,1.0,0.0026155187445510027,0.8632361431870671,0.0,1.0
1542,1541,18,17,120,293,3.6723549488054608,0.3090909090909091,0.11900610287707061,0.6730633566907598,0.0,1.0
1543,1542,25,11,105,173,3.46242774566474,0.43636363636363634,0.06669572798605057,0.6198846266803723,0.0,1.0
1544,1543,25,12,631,165,3.690909090909091,0.43636363636363634,0.06320836965998257,0.6777634893974386,0.0,1.0
1545,1544,25,20,200,217,3.1013824884792625,0.43636363636363634,0.08587619877942458,0.5284246921595129,0.0,1.0
1546,1545,25,4,229,342,3.754385964912281,0.43636363636363634,0.14036617262423715,0.693843442324055,0.0,1.0
1547,1546,56,13,021,134,3.9328358208955225,1.0,0.04969485614646905,0.739048335114267,0.0,1.0
1548,1547,35,1,537,48,3.5833333333333335,0.6181818181818182,0.012205754141238012,0.6505124133949193,0.0,1.0
1549,1548,35,6,209,21,3.619047619047619,0.6181818181818182,0.00043591979075850045,0.6595595513032003,0.0,1.0
1550,1549,18,4,115,29,3.9310344827586206,0.3090909090909091,0.003923278116826504,0.7385920203870351,0.0,1.0
1551,1550,25,11,200,166,3.9397590361445785,0.43636363636363634,0.06364428945074106,0.7408021230418209,0.0,1.0
1552,1551,45,20,100,255,3.6862745098039214,0.8,0.1024411508282476,0.6765894579540823,0.0,1.0
1553,1552,25,15,641,43,3.7209302325581395,0.43636363636363634,0.01002615518744551,0.6853684408400021,1.0,0.0
1554,1553,35,12,170,31,3.806451612903226,0.6181818181818182,0.004795117698343505,0.7070327050584818,1.0,0.0
1555,1554,18,0,200,79,4.3544303797468356,0.3090909090909091,0.025719267654751524,0.8458466103429123,1.0,0.0
1556,1555,18,4,480,345,3.208695652173913,0.3090909090909091,0.14167393199651265,0.5556092479164575,0.0,1.0
1557,1556,18,4,100,57,3.982456140350877,0.3090909090909091,0.016129032258064516,0.7516181475629027,1.0,0.0
1558,1557,18,6,606,26,4.115384615384615,0.3090909090909091,0.0026155187445510027,0.785291570438799,0.0,1.0
1559,1558,35,8,100,51,3.588235294117647,0.6181818181818182,0.013513513513513514,0.6517541774215461,0.0,1.0
1560,1559,25,3,852,164,3.4939024390243905,0.43636363636363634,0.06277244986922406,0.6278577916408495,1.0,0.0
1561,1560,18,4,112,161,4.0062111801242235,0.3090909090909091,0.06146469049694856,0.7576357709465953,1.0,0.0
1562,1561,18,20,436,38,2.8684210526315788,0.3090909090909091,0.007846556233653008,0.4694109335116081,0.0,1.0
1563,1562,1,10,871,84,3.8095238095238093,0.0,0.02789886660854403,0.7078109534806994,1.0,0.0
1564,1563,50,1,010,124,3.056451612903226,0.8909090909090909,0.045335658238884045,0.5170428089845788,0.0,1.0
1565,1564,45,17,787,47,3.74468085106383,0.8,0.011769834350479512,0.6913849442287848,0.0,1.0
1566,1565,35,16,775,24,3.5,0.6181818181818182,0.0017436791630340018,0.6294024249422633,0.0,1.0
1567,1566,25,12,065,100,3.89,0.43636363636363634,0.03487358326068003,0.7281971709006929,0.0,1.0
1568,1567,1,10,940,28,4.0,0.0,0.0034873583260680036,0.7560623556581987,1.0,0.0
1569,1568,56,13,077,90,4.588888888888889,1.0,0.03051438535309503,0.9052396073903002,1.0,0.0
1570,1569,18,17,750,66,3.5454545454545454,0.3090909090909091,0.02005231037489102,0.6409169640982574,0.0,1.0
1571,1570,25,20,980,153,3.947712418300654,0.43636363636363634,0.05797733217088056,0.7428168727075126,0.0,1.0
1572,1571,25,3,021,45,3.1777777777777776,0.43636363636363634,0.010897994768962511,0.5477771362586605,1.0,0.0
1573,1572,1,0,774,29,3.689655172413793,0.0,0.003923278116826504,0.677445846937963,0.0,1.0
1574,1573,25,6,810,52,3.5961538461538463,0.43636363636363634,0.013949433304272014,0.6537601039260971,0.0,1.0
1575,1574,50,7,949,54,3.8703703703703702,0.8909090909090909,0.014821272885789015,0.7232245958429562,1.0,0.0
1576,1575,45,9,852,48,3.875,0.8,0.012205754141238012,0.7243973729792148,1.0,0.0
1577,1576,56,0,722,125,4.104,1.0,0.045771578029642546,0.7824076212471133,0.0,1.0
1578,1577,18,4,222,31,4.161290322580645,0.3090909090909091,0.004795117698343505,0.7969203978246293,0.0,1.0
1579,1578,25,0,602,765,3.4496732026143793,0.43636363636363634,0.3247602441150828,0.6166536476022281,0.0,1.0
1580,1579,18,4,762,37,3.5405405405405403,0.3090909090909091,0.0074106364428945075,0.6396721490543661,1.0,0.0
1581,1580,18,4,100,41,3.2195121951219514,0.3090909090909091,0.009154315605928508,0.5583492930772265,1.0,0.0
1582,1581,18,0,107,22,3.6363636363636362,0.3090909090909091,0.0008718395815170009,0.6639460424102457,0.0,1.0
1583,1582,35,6,941,52,3.730769230769231,0.6181818181818182,0.013949433304272014,0.6878608545034642,0.0,1.0
1584,1583,25,19,457,461,3.3253796095444685,0.43636363636363634,0.19224062772449868,0.5851676118288889,0.0,1.0
1585,1584,56,20,923,112,3.607142857142857,1.0,0.04010462074978204,0.6565438386671066,0.0,1.0
1586,1585,45,7,773,415,4.424096385542168,0.8,0.17218831734960768,0.863494393277498,0.0,1.0
1587,1586,25,3,303,554,3.332129963898917,0.43636363636363634,0.23278116826503922,0.5868776106585738,1.0,0.0
1588,1587,25,11,220,47,4.170212765957447,0.43636363636363634,0.011769834350479512,0.7991806299444746,0.0,1.0
1589,1588,25,0,951,99,3.7777777777777777,0.43636363636363634,0.03443766346992153,0.6997690531177829,0.0,1.0
1590,1589,35,1,950,40,4.0,0.6181818181818182,0.008718395815170008,0.7560623556581987,0.0,1.0
1591,1590,50,7,265,314,4.340764331210191,0.8909090909090909,0.12816041848299914,0.8423847288212883,0.0,1.0
1592,1591,35,7,501,306,3.6209150326797386,0.6181818181818182,0.12467306015693112,0.6600326042657249,0.0,1.0
1593,1592,25,16,784,206,3.0388349514563107,0.43636363636363634,0.08108108108108109,0.512580158747954,0.0,1.0
1594,1593,35,20,100,147,3.727891156462585,0.6181818181818182,0.05536181342632956,0.6871317811189142,1.0,0.0
1595,1594,35,1,926,133,4.045112781954887,0.6181818181818182,0.04925893635571055,0.7674903193318169,0.0,1.0
1596,1595,18,5,481,23,3.5652173913043477,0.3090909090909091,0.0013077593722755014,0.6459232854704288,1.0,0.0
1597,1596,25,12,100,230,3.5565217391304347,0.43636363636363634,0.09154315605928509,0.6437205040666734,0.0,1.0
1598,1597,35,13,765,184,3.494565217391304,0.6181818181818182,0.07149084568439407,0.6280256865649162,0.0,1.0
1599,1598,25,0,926,550,3.3018181818181818,0.43636363636363634,0.23103748910200522,0.5791990342221289,0.0,1.0
1600,1599,35,7,082,394,3.431472081218274,0.6181818181818182,0.16303400174367916,0.6120429420522621,0.0,1.0
1601,1600,25,12,830,205,3.9073170731707316,0.43636363636363634,0.08064516129032258,0.7325839294767081,0.0,1.0
1602,1601,25,7,105,120,4.1,0.43636363636363634,0.043591979075850044,0.7813943418013857,1.0,0.0
1603,1602,25,0,133,70,3.842857142857143,0.43636363636363634,0.021795989537925022,0.7162549488617619,1.0,0.0
1604,1603,25,11,501,24,4.166666666666667,0.43636363636363634,0.0017436791630340018,0.7982823325635106,0.0,1.0
1605,1604,18,0,282,964,3.3122406639004147,0.3090909090909091,0.4115082824760244,0.5818392559389763,1.0,0.0
1606,1605,35,3,554,206,3.79126213592233,0.6181818181818182,0.08108108108108109,0.7031849088544586,1.0,0.0
1607,1606,45,1,021,276,3.1847826086956523,0.8,0.11159546643417612,0.5495515990561302,0.0,1.0
1608,1607,25,11,752,144,2.0833333333333335,0.43636363636363634,0.05405405405405406,0.27053262124711325,0.0,1.0
1609,1608,35,9,068,359,3.4206128133704734,0.6181818181818182,0.14777680906713164,0.6092920738258055,1.0,0.0
1610,1609,25,11,555,28,3.9642857142857144,0.43636363636363634,0.0034873583260680036,0.7470152177499176,0.0,1.0
1611,1610,25,0,038,556,3.573741007194245,0.43636363636363634,0.23365300784655624,0.648082486666556,0.0,1.0
1612,1611,25,17,113,23,3.652173913043478,0.43636363636363634,0.0013077593722755014,0.6679510995079827,0.0,1.0
1613,1612,18,20,618,795,3.4264150943396228,0.3090909090909091,0.33783783783783783,0.6107619068368992,0.0,1.0
1614,1613,35,0,900,61,3.3934426229508197,0.6181818181818182,0.017872711421098517,0.6024093249536213,0.0,1.0
1615,1614,45,7,100,21,3.0476190476190474,0.8,0.00043591979075850045,0.5148053447707027,1.0,0.0
1616,1615,25,0,161,254,3.1338582677165356,0.43636363636363634,0.1020052310374891,0.536651452055791,0.0,1.0
1617,1616,25,12,440,228,3.0833333333333335,0.43636363636363634,0.09067131647776809,0.5238524826789839,0.0,1.0
1618,1617,50,0,441,91,4.208791208791209,0.8909090909090909,0.03095030514385353,0.8089533157373805,0.0,1.0
1619,1618,50,3,488,33,4.03030303030303,0.8909090909090909,0.005666957279860506,0.763738715095528,0.0,1.0
1620,1619,25,20,480,36,3.9444444444444446,0.43636363636363634,0.006974716652136007,0.7419890300230948,0.0,1.0
1621,1620,25,4,114,22,3.1363636363636362,0.43636363636363634,0.0008718395815170009,0.5372861116943103,0.0,1.0
1622,1621,18,4,537,26,3.730769230769231,0.3090909090909091,0.0026155187445510027,0.6878608545034642,0.0,1.0
1623,1622,50,15,077,70,4.214285714285714,0.8909090909090909,0.021795989537925022,0.8103451831078853,0.0,1.0
1624,1623,25,0,068,350,3.005714285714286,0.43636363636363634,0.14385353095030515,0.5041900362916529,0.0,1.0
1625,1624,45,0,043,45,3.3555555555555556,0.8,0.010897994768962511,0.5928117782909931,0.0,1.0
1626,1625,18,4,100,271,3.4391143911439115,0.3090909090909091,0.10941586748038361,0.6139788909436439,0.0,1.0
1627,1626,18,17,915,48,2.9791666666666665,0.3090909090909091,0.012205754141238012,0.49746499711316394,0.0,1.0
1628,1627,18,20,900,451,3.745011086474501,0.3090909090909091,0.1878814298169137,0.691468599417256,0.0,1.0
1629,1628,18,4,100,65,3.4923076923076923,0.3090909090909091,0.01961639058413252,0.6274538106235567,0.0,1.0
1630,1629,45,17,913,117,2.264957264957265,0.8,0.042284219703574544,0.3165415704387991,0.0,1.0
1631,1630,50,0,945,260,3.8423076923076924,0.8909090909090909,0.1046207497820401,0.7161157621247114,1.0,0.0
1632,1631,25,16,941,768,2.7760416666666665,0.43636363636363634,0.3260680034873583,0.4460094002598152,0.0,1.0
1633,1632,45,7,997,34,2.9705882352941178,0.8,0.006102877070619006,0.4952919100665671,1.0,0.0
1634,1633,56,0,383,106,3.5849056603773586,1.0,0.037489102005231034,0.6509107150638372,1.0,0.0
1635,1634,25,0,972,793,3.780580075662043,0.43636363636363634,0.33696599825632084,0.7004789308295158,0.0,1.0
1636,1635,25,19,606,170,2.8,0.43636363636363634,0.06538796861377506,0.4520785219399538,1.0,0.0
1637,1636,56,0,900,85,3.988235294117647,1.0,0.02833478639930253,0.7530821219942943,0.0,1.0
1638,1637,18,17,954,39,4.205128205128205,0.3090909090909091,0.008282476024411508,0.8080254041570439,1.0,0.0
1639,1638,25,17,954,551,3.658802177858439,0.43636363636363634,0.23147340889276374,0.6696301706324425,0.0,1.0
1640,1639,35,17,956,161,2.472049689440994,0.6181818181818182,0.06146469049694856,0.3690021947126074,0.0,1.0
1641,1640,25,0,958,232,2.6810344827586206,0.43636363636363634,0.09241499564080209,0.42194219359719676,0.0,1.0
1642,1641,50,13,620,74,3.5,0.8909090909090909,0.023539668700959023,0.6294024249422633,0.0,1.0
1643,1642,45,2,908,233,4.28755364806867,0.8,0.0928509154315606,0.828905405941183,0.0,1.0
1644,1643,18,12,902,48,3.0625,0.3090909090909091,0.012205754141238012,0.5185749855658199,0.0,1.0
1645,1644,18,9,622,522,4.061302681992337,0.3090909090909091,0.21883173496076722,0.7715915425658995,1.0,0.0
1646,1645,25,20,900,62,3.064516129032258,0.43636363636363634,0.018308631211857017,0.5190857110929002,0.0,1.0
1647,1646,18,18,981,882,3.2301587301587302,0.3090909090909091,0.3757628596338274,0.5610462718574728,0.0,1.0
1648,1647,50,14,852,149,3.442953020134228,0.8909090909090909,0.05623365300784656,0.6149512919075593,0.0,1.0
1649,1648,18,19,980,57,3.8421052631578947,0.3090909090909091,0.016129032258064516,0.7160644828005348,0.0,1.0
1650,1649,25,19,946,213,3.647887323943662,0.43636363636363634,0.08413251961639058,0.666865221351202,0.0,1.0
1651,1650,25,12,945,35,3.2,0.43636363636363634,0.006538796861377506,0.5534064665127022,0.0,1.0
1652,1651,25,16,982,27,3.3703703703703702,0.43636363636363634,0.003051438535309503,0.5965646651270208,0.0,1.0
1653,1652,18,0,940,25,3.92,0.3090909090909091,0.002179598953792502,0.735796766743649,0.0,1.0
1654,1653,45,0,941,47,4.446808510638298,0.8,0.011769834350479512,0.8692478256596727,1.0,0.0
1655,1654,18,4,945,175,3.8,0.3090909090909091,0.06756756756756757,0.7053983833718245,0.0,1.0
1656,1655,25,17,941,25,3.48,0.43636363636363634,0.002179598953792502,0.6243360277136258,0.0,1.0
1657,1656,45,0,100,45,3.888888888888889,0.8,0.010897994768962511,0.7279157043879908,1.0,0.0
1658,1657,35,6,942,398,3.419597989949749,0.6181818181818182,0.16477768090671316,0.6090349988974898,1.0,0.0
1659,1658,18,9,997,57,2.7719298245614037,0.3090909090909091,0.016129032258064516,0.4449677889874803,1.0,0.0
1660,1659,25,2,945,62,3.967741935483871,0.43636363636363634,0.018308631211857017,0.7478907472249126,1.0,0.0
1661,1660,35,7,805,37,3.891891891891892,0.6181818181818182,0.0074106364428945075,0.7286764246925911,0.0,1.0
1662,1661,25,12,941,25,3.64,0.43636363636363634,0.002179598953792502,0.6648672055427253,0.0,1.0
1663,1662,18,4,778,46,4.130434782608695,0.3090909090909091,0.011333914559721011,0.7891040767145295,0.0,1.0
1664,1663,18,4,767,20,3.4,0.3090909090909091,0.0,0.6040704387990762,1.0,0.0
1665,1664,45,17,875,63,3.6825396825396823,0.8,0.018744551002615517,0.6756433520290333,0.0,1.0
1666,1665,25,14,152,397,3.3425692695214106,0.43636363636363634,0.16434176111595467,0.5895220941123088,0.0,1.0
1667,1666,50,16,985,499,3.4128256513026054,0.8909090909090909,0.2088055797733217,0.6073194310098258,0.0,1.0
1668,1667,35,2,956,29,4.0,0.6181818181818182,0.003923278116826504,0.7560623556581987,0.0,1.0
1669,1668,25,17,750,30,3.7333333333333334,0.43636363636363634,0.004359197907585004,0.6885103926096998,1.0,0.0
1670,1669,56,13,953,56,4.714285714285714,1.0,0.015693112467306015,0.9370051138238206,1.0,0.0
1671,1670,35,0,983,638,3.8620689655172415,0.6181818181818182,0.26939843068875324,0.7211216851158717,0.0,1.0
1672,1671,25,17,939,39,3.7435897435897436,0.43636363636363634,0.008282476024411508,0.691108545034642,0.0,1.0
1673,1672,1,10,980,81,4.37037037037037,0.0,0.02659110723626853,0.8498845265588915,0.0,1.0
1674,1673,35,2,958,22,3.727272727272727,0.6181818181818182,0.0008718395815170009,0.6869751207222339,0.0,1.0
1675,1674,25,6,971,565,3.208849557522124,0.43636363636363634,0.23757628596338273,0.5556482351979399,1.0,0.0
1676,1675,18,4,913,865,3.492485549132948,0.3090909090909091,0.36835222319093286,0.6274988652898851,0.0,1.0
1677,1676,18,14,971,43,3.558139534883721,0.3090909090909091,0.01002615518744551,0.644130323862721,0.0,1.0
1678,1677,18,17,970,122,3.4508196721311477,0.3090909090909091,0.044463818657367045,0.6169440711013516,1.0,0.0
1679,1678,25,12,980,82,3.926829268292683,0.43636363636363634,0.02702702702702703,0.7375267560412325,0.0,1.0
1680,1679,25,20,953,1850,3.5556756756756758,0.43636363636363634,0.7977332170880558,0.6435061793895512,0.0,1.0
1681,1680,18,4,787,121,4.132231404958677,0.3090909090909091,0.044027898866608545,0.7895591968392723,0.0,1.0
1682,1681,25,2,981,27,4.407407407407407,0.43636363636363634,0.003051438535309503,0.8592667436489608,0.0,1.0
1683,1682,25,7,981,175,3.4857142857142858,0.43636363636363634,0.06756756756756757,0.6257835697789509,1.0,0.0
1684,1683,18,3,852,62,4.032258064516129,0.3090909090909091,0.018308631211857017,0.7642339640914848,0.0,1.0
1685,1684,35,12,958,430,3.574418604651163,0.6181818181818182,0.17872711421098517,0.6482541355604491,0.0,1.0
1686,1685,35,12,940,28,3.5357142857142856,0.6181818181818182,0.0034873583260680036,0.6384495628505443,0.0,1.0
1687,1686,25,3,850,393,3.5318066157760812,0.43636363636363634,0.16259808195292066,0.637459672443277,0.0,1.0
1688,1687,18,4,342,132,3.5757575757575757,0.3090909090909091,0.04882301656495205,0.6485933235355869,1.0,0.0
1689,1688,35,5,984,128,3.609375,0.6181818181818182,0.047079337401918046,0.6571092847863742,0.0,1.0
1690,1689,35,16,980,149,3.5167785234899327,0.6181818181818182,0.05623365300784656,0.6336527581877645,0.0,1.0
1691,1690,25,17,853,50,3.52,0.43636363636363634,0.013077593722755012,0.6344688221709007,1.0,0.0
1692,1691,35,20,973,207,4.478260869565218,0.6181818181818182,0.08151700087183958,0.8772153328647456,0.0,1.0
1693,1692,25,12,986,310,3.7419354838709675,0.43636363636363634,0.12641673931996514,0.6906894881919093,0.0,1.0
1694,1693,25,12,981,398,3.741206030150754,0.43636363636363634,0.16477768090671316,0.690504703076584,0.0,1.0
1695,1694,25,1,972,196,3.6530612244897958,0.43636363636363634,0.07672188317349608,0.6681758731206108,0.0,1.0
1696,1695,35,7,957,314,3.621019108280255,0.6181818181818182,0.12816041848299914,0.6600589686824261,0.0,1.0
1697,1696,18,4,980,354,4.18361581920904,0.3090909090909091,0.14559721011333915,0.802575889536932,1.0,0.0
1698,1697,35,2,972,957,3.9310344827586206,0.6181818181818182,0.4084568439407149,0.7385920203870351,0.0,1.0
1699,1698,25,19,981,348,4.313218390804598,0.43636363636363634,0.14298169136878813,0.8354067950147328,1.0,0.0
1700,1699,25,20,981,45,3.533333333333333,0.43636363636363634,0.010897994768962511,0.6378464203233256,0.0,1.0
1701,1700,25,4,972,552,3.5543478260869565,0.43636363636363634,0.23190932868352224,0.6431698087157346,1.0,0.0
1702,1701,18,10,973,80,4.55,0.3090909090909091,0.026155187445510025,0.8953882794457275,0.0,1.0
1703,1702,18,15,770,26,4.076923076923077,0.3090909090909091,0.0026155187445510027,0.7755484988452656,0.0,1.0
1704,1703,25,4,989,36,4.194444444444445,0.43636363636363634,0.006974716652136007,0.8053189953810624,0.0,1.0
1705,1704,18,4,850,85,3.6941176470588237,0.3090909090909091,0.02833478639930253,0.6785762803966853,1.0,0.0
1706,1705,25,20,191,210,3.8,0.43636363636363634,0.08282476024411509,0.7053983833718245,0.0,1.0
1707,1706,50,1,950,88,4.329545454545454,0.8909090909090909,0.02964254577157803,0.8395427645391559,0.0,1.0
1708,1707,25,0,641,22,3.8636363636363638,0.43636363636363634,0.0008718395815170009,0.7215187381902163,0.0,1.0
1709,1708,25,0,731,210,3.704761904761905,0.43636363636363634,0.08282476024411509,0.6812726822830749,0.0,1.0
1710,1709,18,0,945,79,3.6582278481012658,0.3090909090909091,0.025719267654751524,0.669484681497939,0.0,1.0
1711,1710,18,4,301,29,3.6206896551724137,0.3090909090909091,0.003923278116826504,0.6599755116667994,1.0,0.0
1712,1711,25,0,730,511,3.512720156555773,0.43636363636363634,0.2140366172624237,0.6326246932383635,0.0,1.0
1713,1712,25,0,474,21,3.3333333333333335,0.43636363636363634,0.00043591979075850045,0.5871824480369515,0.0,1.0
1714,1713,25,17,432,274,3.510948905109489,0.43636363636363634,0.11072362685265912,0.6321760000674298,0.0,1.0
1715,1714,25,16,534,46,3.4565217391304346,0.43636363636363634,0.011333914559721011,0.6183885179234863,0.0,1.0
1716,1715,25,0,432,195,3.476923076923077,0.43636363636363634,0.07628596338273758,0.6235565819861433,0.0,1.0
1717,1716,50,6,303,424,3.8160377358490565,0.8909090909090909,0.17611159546643418,0.7094610603947884,1.0,0.0
1718,1717,18,4,432,32,4.46875,0.3090909090909091,0.0052310374891020054,0.874806040704388,0.0,1.0
1719,1718,18,16,605,26,2.769230769230769,0.3090909090909091,0.0026155187445510027,0.44428406466512704,0.0,1.0
1720,1719,18,4,947,46,4.021739130434782,0.3090909090909091,0.011333914559721011,0.761569309167587,0.0,1.0
1721,1720,18,19,700,115,2.365217391304348,0.3090909090909091,0.04141238012205754,0.341939451752184,0.0,1.0
1722,1721,35,0,720,206,4.242718446601942,0.6181818181818182,0.08108108108108109,0.8175477589183615,0.0,1.0
1723,1722,35,17,601,146,3.671232876712329,0.6181818181818182,0.05492589363557106,0.6727791135436111,0.0,1.0
1724,1723,18,4,009,159,4.10062893081761,0.3090909090909091,0.06059285091543156,0.781553662468953,0.0,1.0
1725,1724,18,19,672,36,3.75,0.3090909090909091,0.006974716652136007,0.6927323903002309,0.0,1.0
1726,1725,25,2,601,382,2.350785340314136,0.43636363636363634,0.15780296425457715,0.33828352659516586,0.0,1.0
1727,1726,35,16,503,514,4.035019455252918,0.6181818181818182,0.2153443766346992,0.7649334792102874,0.0,1.0
1728,1727,18,4,117,47,4.212765957446808,0.3090909090909091,0.011769834350479512,0.8099601985160434,0.0,1.0
1729,1728,25,7,537,58,3.086206896551724,0.43636363636363634,0.016564952048823016,0.5245804133152824,0.0,1.0
1730,1729,18,4,601,24,3.5,0.3090909090909091,0.0017436791630340018,0.6294024249422633,1.0,0.0
1731,1730,18,0,916,68,3.3970588235294117,0.3090909090909091,0.020924149956408022,0.6033253803831001,1.0,0.0
1732,1731,18,4,136,34,4.470588235294118,0.3090909090909091,0.006102877070619006,0.8752717022143731,0.0,1.0
1733,1732,18,14,437,839,3.5280095351609058,0.3090909090909091,0.35701830863121187,0.6364977965079951,0.0,1.0
1734,1733,45,17,946,74,4.27027027027027,0.8,0.023539668700959023,0.8245271830722177,0.0,1.0
1735,1734,18,20,306,77,3.2337662337662336,0.3090909090909091,0.024847428073234524,0.5619601241714406,0.0,1.0
1736,1735,56,8,006,195,3.235897435897436,1.0,0.07628596338273758,0.5625,0.0,1.0
1737,1736,35,20,466,775,3.410322580645161,0.6181818181818182,0.32911944202266785,0.6066853534977278,0.0,1.0
1738,1737,35,16,300,67,3.7313432835820897,0.6181818181818182,0.02048823016564952,0.6880062734824722,0.0,1.0
1739,1738,56,16,770,78,3.769230769230769,1.0,0.025283347863993024,0.6976039260969977,0.0,1.0
1740,1739,56,1,961,66,4.0,1.0,0.02005231037489102,0.7560623556581987,0.0,1.0
1741,1740,35,7,911,660,3.9757575757575756,0.6181818181818182,0.27898866608544026,0.749921268108335,0.0,1.0
1742,1741,25,15,081,47,3.617021276595745,0.43636363636363634,0.011769834350479512,0.659046238514078,0.0,1.0
1743,1742,35,17,775,95,3.968421052631579,0.6181818181818182,0.03269398430688753,0.7480627810866659,0.0,1.0
1744,1743,35,12,503,140,4.064285714285714,0.6181818181818182,0.05231037489102005,0.7723472038931045,0.0,1.0
1745,1744,45,0,941,70,3.7142857142857144,0.8,0.021795989537925022,0.6836852523919499,0.0,1.0
1746,1745,25,4,331,326,4.404907975460123,0.43636363636363634,0.13339145597210114,0.8586335878944164,0.0,1.0
1747,1746,25,0,906,108,2.138888888888889,0.43636363636363634,0.03836094158674804,0.2846059468822171,0.0,1.0
1748,1747,50,1,042,589,3.4906621392190154,0.8909090909090909,0.24803836094158674,0.6270369593431542,0.0,1.0
1749,1748,25,2,100,562,2.9181494661921707,0.43636363636363634,0.23626852659110723,0.482008128344004,0.0,1.0
1750,1749,50,5,101,73,2.9726027397260273,0.8909090909090909,0.023103748910200523,0.4958022240501123,0.0,1.0
